,league,league_level,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,start_time_interval,GLnum_matches_interval,Totlnum_match_y_m_wd_int,issue
3320,France Ligue A Women,1,France,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3321,Iceland Mizunodeild Women,4,Iceland,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3322,Austria League,2,Austria,Europe,4,2021-01-30,5:30:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,1
3323,Slovakia Extraliga Women,3,Slovakia,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,1
3324,Slovakia Extraliga Women,3,Slovakia,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3325,Slovakia Extraliga Women,3,Slovakia,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3326,Sweden Eliteserien,2,Sweden,Europe,4,2021-01-30,4:30:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3327,Slovakia Extraliga,3,Slovakia,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3328,Slovakia Extraliga,3,Slovakia,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3329,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3330,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3331,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3332,Slovenia 1A. Dol,3,Slovenia,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3333,Portugal Cup Women,4,Portugal,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3334,Middle European League,4,Slovakia,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3335,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3336,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3337,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,1
3338,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3339,Ukraine Higher League Women,4,Ukraine,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,1
3340,Ukraine Higher League Women,4,Ukraine,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3341,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3342,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-30,4:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3343,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3344,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3345,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-30,5:00:00 PM,2021,Jan,4,30,Saturday,afternoon,1048,618,351,16:00 - 17:59,32,173,0
3346,Finland Mestaruusliiga Women,3,Finland,Europe,7,2022-01-27,4:30:00 PM,2022,Jan,4,27,Thursday,afternoon,134,618,351,16:00 - 17:59,1,39,0
3347,Denmark Volleyligaen,2,Denmark,Europe,5,2021-01-28,5:30:00 PM,2021,Jan,4,28,Thursday,afternoon,134,618,351,16:00 - 17:59,3,16,0
3348,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-28,5:00:00 PM,2021,Jan,4,28,Thursday,afternoon,134,618,351,16:00 - 17:59,3,16,0
3349,UNIQA Extraliga,3,Czech Republic,Europe,5,2021-01-28,4:10:00 PM,2021,Jan,4,28,Thursday,afternoon,134,618,351,16:00 - 17:59,3,16,1
3350,Iceland Mizunodeild KK,3,Iceland,Europe,8,2022-01-26,5:00:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3351,Finland Mestaruusliiga,2,Finland,Europe,8,2022-01-26,4:30:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3352,Finland Mestaruusliiga,2,Finland,Europe,8,2022-01-26,4:30:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3353,Finland Mestaruusliiga,2,Finland,Europe,8,2022-01-26,4:30:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3354,Finland Mestaruusliiga Women,3,Finland,Europe,8,2022-01-26,5:00:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3355,Middle European League,4,Slovenia,Europe,8,2022-01-26,5:00:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3356,Middle European League,4,Slovakia,Europe,8,2022-01-26,5:00:00 PM,2022,Jan,4,26,Wednesday,afternoon,318,618,351,16:00 - 17:59,7,39,0
3357,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-27,4:30:00 PM,2021,Jan,4,27,Wednesday,afternoon,318,618,351,16:00 - 17:59,5,54,0
3358,Slovakia Extraliga,3,Slovakia,Europe,5,2021-01-27,4:00:00 PM,2021,Jan,4,27,Wednesday,afternoon,318,618,351,16:00 - 17:59,5,54,0
3359,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-27,5:00:00 PM,2021,Jan,4,27,Wednesday,afternoon,318,618,351,16:00 - 17:59,5,54,0
3360,UNIQA Extraliga,3,Czech Republic,Europe,5,2021-01-27,5:00:00 PM,2021,Jan,4,27,Wednesday,afternoon,318,618,351,16:00 - 17:59,5,54,0
3361,Czech Republic Cup Women,3,Czech Republic,Europe,5,2021-01-27,4:00:00 PM,2021,Jan,4,27,Wednesday,afternoon,318,618,351,16:00 - 17:59,5,54,0
3362,Denmark Volleyligaen,2,Denmark,Europe,7,2022-01-25,5:00:00 PM,2022,Jan,4,25,Tuesday,afternoon,145,618,351,16:00 - 17:59,1,41,0
3363,France Ligue A Women,1,France,Europe,5,2021-01-26,5:00:00 PM,2021,Jan,4,26,Tuesday,afternoon,145,618,351,16:00 - 17:59,4,31,0
3364,France Ligue A Women,1,France,Europe,5,2021-01-26,5:00:00 PM,2021,Jan,4,26,Tuesday,afternoon,145,618,351,16:00 - 17:59,4,31,0
3365,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-26,4:30:00 PM,2021,Jan,4,26,Tuesday,afternoon,145,618,351,16:00 - 17:59,4,31,0
3366,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-01-26,4:30:00 PM,2021,Jan,4,26,Tuesday,afternoon,145,618,351,16:00 - 17:59,4,31,0
3367,Finland Mestaruusliiga Women,3,Finland,Europe,8,2022-01-31,4:30:00 PM,2022,Jan,4,31,Monday,afternoon,71,618,351,16:00 - 17:59,1,22,0
3368,Middle European League,4,Slovakia,Europe,8,2022-01-28,4:00:00 PM,2022,Jan,4,28,Friday,afternoon,252,618,351,16:00 - 17:59,1,29,0
3369,France Ligue A,1,France,Europe,4,2021-01-29,5:30:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3370,Finland Mestaruusliiga,2,Finland,Europe,4,2021-01-29,4:30:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3371,Finland Mestaruusliiga Women,3,Finland,Europe,4,2021-01-29,4:30:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3372,Slovakia Extraliga Women,3,Slovakia,Europe,4,2021-01-29,4:30:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3373,Slovakia Extraliga,3,Slovakia,Europe,4,2021-01-29,5:00:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3374,Ukraine Super Liga Women,4,Ukraine,Europe,4,2021-01-29,5:00:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3375,Ukraine Super Liga Women,4,Ukraine,Europe,4,2021-01-29,5:00:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3376,Ukraine Cup,4,Ukraine,Europe,4,2021-01-29,5:00:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3377,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-29,4:00:00 PM,2021,Jan,4,29,Friday,afternoon,252,618,351,16:00 - 17:59,9,46,0
3378,Italy Serie A3,3,Italy,Europe,5,2021-12-19,5:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,0
3379,Italy Serie A3,3,Italy,Europe,5,2021-12-19,5:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,0
3380,Italy Serie A3,3,Italy,Europe,5,2021-12-19,5:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,0
3381,Italy Serie A3,3,Italy,Europe,5,2021-12-19,5:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,1
3382,Portugal I Diviṣo,4,Portugal,Europe,5,2021-12-19,4:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,0
3383,Portugal I Diviṣo Women,4,Portugal,Europe,5,2021-12-19,4:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,0
3384,Austria League,2,Austria,Europe,5,2021-12-19,4:00:00 PM,2021,Dec,3,19,Sunday,afternoon,606,666,374,16:00 - 17:59,7,136,1
3385,Italy Serie A3,3,Italy,Europe,3,2020-12-20,4:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3386,Italy Serie A3,3,Italy,Europe,3,2020-12-20,4:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3387,Italy Serie A3,3,Italy,Europe,3,2020-12-20,5:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3388,Italy Serie A3,3,Italy,Europe,3,2020-12-20,5:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3389,Italy Serie A3,3,Italy,Europe,3,2020-12-20,5:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3390,Italy Serie A3,3,Italy,Europe,3,2020-12-20,5:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3391,Italy Serie A3,3,Italy,Europe,3,2020-12-20,5:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3392,Portugal I Diviṣo,4,Portugal,Europe,3,2020-12-20,4:30:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3393,France Ligue A Women,1,France,Europe,3,2020-12-20,4:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3394,Middle European League,4,Austria,Europe,3,2020-12-20,4:00:00 PM,2020,Dec,3,20,Sunday,afternoon,606,666,374,16:00 - 17:59,10,71,0
3395,Portugal I Diviṣo,4,Portugal,Europe,5,2021-12-18,4:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3396,Portugal I Diviṣo,4,Portugal,Europe,5,2021-12-18,4:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3397,Portugal I Diviṣo,4,Portugal,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3398,Portugal I Diviṣo,4,Portugal,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3399,France Ligue A,1,France,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3400,Austria League Women,3,Austria,Europe,5,2021-12-18,4:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3401,Austria League Women,3,Austria,Europe,5,2021-12-18,4:30:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3402,Austria League Women,3,Austria,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3403,Finland Mestaruusliiga,2,Finland,Europe,5,2021-12-18,4:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,1
3404,Slovakia Extraliga Women,3,Slovakia,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3405,Slovakia Extraliga Women,3,Slovakia,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,1
3406,Sweden Eliteserien,2,Sweden,Europe,5,2021-12-18,4:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3407,Slovakia Extraliga,3,Slovakia,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3408,Sweden Eliteserien Women,3,Sweden,Europe,5,2021-12-18,4:30:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,1
3409,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3410,Slovenia 1A. Dol,3,Slovenia,Europe,5,2021-12-18,5:00:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3411,Portugal Cup Women,4,Portugal,Europe,5,2021-12-18,5:30:00 PM,2021,Dec,3,18,Saturday,afternoon,1048,666,374,16:00 - 17:59,17,157,0
3412,Portugal I Diviṣo,4,Portugal,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,1
3413,Portugal I Diviṣo,4,Portugal,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3414,Portugal I Diviṣo,4,Portugal,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3415,France Ligue A,1,France,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3416,France Ligue A,1,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3417,France Ligue A,1,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3418,France Ligue B,3,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3419,France Ligue B,3,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3420,France Ligue B,3,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3421,France Ligue A Women,1,France,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3422,France Ligue A Women,1,France,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3423,France Ligue A Women,1,France,Europe,4,2020-12-19,4:30:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3424,France Ligue A Women,1,France,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3425,Austria League Women,3,Austria,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3426,Austria League,2,Austria,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3427,Austria League,2,Austria,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3428,Sweden Eliteserien,2,Sweden,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3429,Slovakia Extraliga,3,Slovakia,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3430,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,1
3431,Slovenia 1A. Dol Women,3,Slovenia,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3432,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3433,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3434,Ukraine First League,4,Ukraine,Europe,4,2020-12-19,4:30:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3435,Extraliga Zeny,3,Czech Republic,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3436,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-19,4:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3437,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3438,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3439,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-19,5:00:00 PM,2020,Dec,3,19,Saturday,afternoon,1048,666,374,16:00 - 17:59,28,115,0
3440,Italy Serie A3,3,Italy,Europe,5,2020-12-17,4:30:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3441,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3442,Ukraine Super Liga,4,Ukraine,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3443,Ukraine Super Liga,4,Ukraine,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3444,Ukraine Super Liga Women,4,Ukraine,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,1
3445,Ukraine Super Liga Women,4,Ukraine,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3446,Extraliga Zeny,3,Czech Republic,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3447,Ukraine Higher League Women,4,Ukraine,Europe,5,2020-12-17,5:00:00 PM,2020,Dec,3,17,Thursday,afternoon,134,666,374,16:00 - 17:59,8,30,0
3448,Slovakia Extraliga Women,3,Slovakia,Europe,10,2021-12-22,4:00:00 PM,2021,Dec,3,22,Wednesday,afternoon,318,666,374,16:00 - 17:59,2,85,0
3449,Slovakia Extraliga Women,3,Slovakia,Europe,10,2021-12-22,5:00:00 PM,2021,Dec,3,22,Wednesday,afternoon,318,666,374,16:00 - 17:59,2,85,0
3450,Italy Serie A3,3,Italy,Europe,6,2020-12-23,5:00:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,0
3451,France Ligue A,1,France,Europe,6,2020-12-23,4:00:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,0
3452,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2020-12-23,4:30:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,1
3453,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2020-12-23,5:00:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,0
3454,Slovenia 1A. Dol,3,Slovenia,Europe,6,2020-12-23,4:30:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,1
3455,Slovenia 1A. Dol,3,Slovenia,Europe,6,2020-12-23,5:00:00 PM,2020,Dec,3,23,Wednesday,afternoon,318,666,374,16:00 - 17:59,6,52,0
3456,France Ligue A,1,France,Europe,5,2020-12-22,5:00:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,0
3457,France Ligue A,1,France,Europe,5,2020-12-22,5:00:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,0
3458,France Ligue A,1,France,Europe,5,2020-12-22,5:30:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,0
3459,France Ligue B,3,France,Europe,5,2020-12-22,5:00:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,0
3460,Ukraine Cup,4,Ukraine,Europe,5,2020-12-22,5:00:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,1
3461,UNIQA Extraliga,3,Czech Republic,Europe,5,2020-12-22,4:00:00 PM,2020,Dec,3,22,Tuesday,afternoon,145,666,374,16:00 - 17:59,6,75,1
3462,Slovakia Extraliga Women,3,Slovakia,Europe,9,2021-12-21,5:00:00 PM,2021,Dec,3,21,Tuesday,afternoon,145,666,374,16:00 - 17:59,3,40,1
3463,Slovakia Extraliga,3,Slovakia,Europe,9,2021-12-21,5:00:00 PM,2021,Dec,3,21,Tuesday,afternoon,145,666,374,16:00 - 17:59,3,40,0
3464,Slovenian Cup,3,Slovenia,Europe,9,2021-12-21,4:00:00 PM,2021,Dec,3,21,Tuesday,afternoon,145,666,374,16:00 - 17:59,3,40,0
3465,France Ligue B,3,France,Europe,7,2021-12-20,5:00:00 PM,2021,Dec,3,20,Monday,afternoon,71,666,374,16:00 - 17:59,1,23,0
3466,Finland Mestaruusliiga Women,3,Finland,Europe,10,2021-12-17,4:30:00 PM,2021,Dec,3,17,Friday,afternoon,252,666,374,16:00 - 17:59,2,23,0
3467,Ukraine Super Liga Women,4,Ukraine,Europe,10,2021-12-17,5:00:00 PM,2021,Dec,3,17,Friday,afternoon,252,666,374,16:00 - 17:59,2,23,1
3468,France Ligue A,1,France,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3469,France Ligue A,1,France,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3470,Austria League Women,3,Austria,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3471,Slovenia 1A. Dol,3,Slovenia,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3472,Ukraine Super Liga Women,4,Ukraine,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3473,Extraliga Zeny,3,Czech Republic,Europe,4,2020-12-18,4:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3474,Extraliga Zeny,3,Czech Republic,Europe,4,2020-12-18,4:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3475,Extraliga Zeny,3,Czech Republic,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3476,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-18,4:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3477,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-18,4:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
3478,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,1
3479,UNIQA Extraliga,3,Czech Republic,Europe,4,2020-12-18,5:00:00 PM,2020,Dec,3,18,Friday,afternoon,252,666,374,16:00 - 17:59,12,43,0
